"","Pressure","Wind Speed","Wind Direction","temperature","humidity","time","date"
"475",1011,2,271,275.061,78,"18:00","2015-01-20"
"476",1011,2,271,275.061,78,"19:00","2015-01-20"
"477",1012,2,276,275.265,80,"20:00","2015-01-20"
"478",1012,2,276,275.265,80,"21:00","2015-01-20"
"479",1012,2,280,274.71670336,80,"22:00","2015-01-20"
"480",1014,2,311,271.135,83,"23:00","2015-01-20"
"481",1014,2,311,271.135,83,"00:00","2015-01-21"
"482",1014,2,317,270.638866273,81,"01:00","2015-01-21"
"483",1016,2,335,269.197,78,"02:00","2015-01-21"
"484",1016,2,335,268.84131907,77,"03:00","2015-01-21"
"485",1017,2,334,267.058,76,"04:00","2015-01-21"
"486",1021,2,335,267.583052863,82,"05:00","2015-01-21"
"487",1017,2,334,267.058,76,"06:00","2015-01-21"
"488",1018,1,319,264.035,80,"07:00","2015-01-21"
"489",1023,1,225,265.103189573,86,"08:00","2015-01-21"
"490",1018,1,319,264.035,80,"09:00","2015-01-21"
"491",1018,1,252,263.594139547,78,"10:00","2015-01-21"
"492",1020,1,1,261.943,75,"11:00","2015-01-21"
"493",1020,1,5,262.916163994,74,"12:00","2015-01-21"
"494",1021,1,28,268.188,70,"13:00","2015-01-21"
"495",1025,1,29,268.602064284,78,"14:00","2015-01-21"
"496",1021,1,28,268.188,70,"15:00","2015-01-21"
"497",1021,1,28,268.188,70,"16:00","2015-01-21"
"498",1020,1,55,270.672,74,"17:00","2015-01-21"
"499",1020,1,55,270.740646928,74,"18:00","2015-01-21"
"500",1020,1,60,271.049,78,"19:00","2015-01-21"
"501",1020,1,60,271.049,78,"20:00","2015-01-21"
"502",1020,1,60,271.049,78,"21:00","2015-01-21"
"503",1020,1,60,271.049,78,"22:00","2015-01-21"
"504",1020,1,44,268.76,85,"23:00","2015-01-21"
"505",1020,1,44,268.76,85,"00:00","2015-01-22"
"506",1020,1,44,268.76,85,"01:00","2015-01-22"
"507",1021,1,30,268.916,81,"02:00","2015-01-22"
"508",1021,1,30,268.916,81,"03:00","2015-01-22"
"509",1021,1,30,268.916,81,"04:00","2015-01-22"
"510",1020,1,4,268.867,84,"05:00","2015-01-22"
"511",1020,1,4,268.867,84,"06:00","2015-01-22"
"512",1020,1,4,268.867,84,"07:00","2015-01-22"
"513",1020,1,351,268.652,86,"08:00","2015-01-22"
"514",1020,1,351,268.652,86,"09:00","2015-01-22"
"515",1020,1,351,268.652,86,"10:00","2015-01-22"
"516",1021,1,327,268.356,88,"11:00","2015-01-22"
"517",1021,1,327,268.356,88,"12:00","2015-01-22"
"518",1021,1,327,268.356,88,"13:00","2015-01-22"
"519",1022,1,295,269.969,88,"14:00","2015-01-22"
"520",1022,1,301,270.14,84,"15:00","2015-01-22"
"521",1022,1,301,270.92185042,84,"16:00","2015-01-22"
"522",1022,1,304,274.331,84,"17:00","2015-01-22"
"523",1022,1,305,274.434747448,83,"18:00","2015-01-22"
"524",1022,1,313,274.959,82,"19:00","2015-01-22"
"525",1023,1,313,274.975529474,81,"20:00","2015-01-22"
"526",1022,1,313,274.959,82,"21:00","2015-01-22"
"527",1022,1,313,274.725169784,82,"22:00","2015-01-22"
"528",1025,2,309,270.306,86,"23:00","2015-01-22"
"529",1025,2,311,270.018889216,85,"00:00","2015-01-23"
"530",1026,2,322,268.694,82,"01:00","2015-01-23"
"531",1030,2,318,269.59220973,82,"02:00","2015-01-23"
"532",1026,2,322,268.694,82,"03:00","2015-01-23"
"533",1026,2,321,268.233782007,83,"04:00","2015-01-23"
"534",1025,2,316,266.666,87,"05:00","2015-01-23"
"535",1025,2,316,266.666,87,"06:00","2015-01-23"
"536",1025,1,299,264.645,87,"07:00","2015-01-23"
"537",1030,2,306,266.094047926,89,"08:00","2015-01-23"
"538",1025,1,299,264.645,87,"09:00","2015-01-23"
"539",1025,1,295,264.161986791,86,"10:00","2015-01-23"
"540",1026,1,279,262.461,85,"11:00","2015-01-23"
"541",1026,1,278,263.464304928,84,"12:00","2015-01-23"
"542",1026,1,269,269.684,80,"13:00","2015-01-23"
"543",1029,1,272,270.034762376,82,"14:00","2015-01-23"
"544",1026,1,278,270.447,82,"15:00","2015-01-23"
"545",1026,1,269,270.950086957,79,"16:00","2015-01-23"
"546",1026,1,222,273.782,64,"17:00","2015-01-23"
"547",1026,1,221,273.802007359,65,"18:00","2015-01-23"
"548",1020,1,219,274.088,82,"19:00","2015-01-23"
"549",1023,2,220,274.159020019,81,"20:00","2015-01-23"
"550",1020,1,219,274.088,82,"21:00","2015-01-23"
"551",1020,1,219,273.699764427,82,"22:00","2015-01-23"
"552",1020,2,221,270.161,90,"23:00","2015-01-23"
"553",1019,2,220,270.129177021,90,"00:00","2015-01-24"
"554",1018,2,216,269.936,91,"01:00","2015-01-24"
"555",1021,2,218,270.969789659,89,"02:00","2015-01-24"
"556",1018,2,216,269.936,91,"03:00","2015-01-24"
"557",1018,2,216,269.936,91,"04:00","2015-01-24"
"558",1014,1,205,270.853,97,"05:00","2015-01-24"
"559",1014,1,182,270.886564388,97,"06:00","2015-01-24"
"560",1010,1,82,271.035,99,"07:00","2015-01-24"
"561",1010,1,82,271.035,99,"08:00","2015-01-24"
"562",1010,1,82,271.035,99,"09:00","2015-01-24"
"563",1010,1,82,271.035,99,"10:00","2015-01-24"
"564",1005,2,38,271.589,97,"11:00","2015-01-24"
"565",1005,2,38,271.589,97,"12:00","2015-01-24"
"566",1001,3,20,272.741,100,"13:00","2015-01-24"
"567",1005,3,20,273.027944182,100,"14:00","2015-01-24"
"568",1006,1,22,272.04,97,"15:00","2015-01-24"
"569",1004,1,18,272.370233283,97,"16:00","2015-01-24"
"570",996,3,1,273.865,99,"17:00","2015-01-24"
"571",996,3,58,273.854840955,97,"18:00","2015-01-24"
"572",997,2,336,273.806,92,"19:00","2015-01-24"
"573",999,2,335,273.942060298,93,"20:00","2015-01-24"
"574",993,2,319,275.294,100,"21:00","2015-01-24"
"575",993,2,315,275.161800057,98,"22:00","2015-01-24"
"576",995,3,293,274.412,90,"23:00","2015-01-24"
"577",995,3,295,274.388690343,90,"00:00","2015-01-25"
"578",996,3,302,274.284,91,"01:00","2015-01-25"
"579",998,3,302,271.833,83,"02:00","2015-01-25"
"580",997,3,296,272.16,84,"03:00","2015-01-25"
"581",997,3,296,272.16,84,"04:00","2015-01-25"
"582",999,3,285,271.296,84,"05:00","2015-01-25"
"583",999,3,285,271.296,84,"06:00","2015-01-25"
"584",1001,3,275,271.082,85,"07:00","2015-01-25"
"585",1001,3,273,270.741,91,"08:00","2015-01-25"
"586",1001,3,275,271.082,85,"09:00","2015-01-25"
"587",1001,3,275,271.082,85,"10:00","2015-01-25"
"588",1003,3,262,270.619,85,"11:00","2015-01-25"
"589",1003,3,262,270.619,85,"12:00","2015-01-25"
"590",1003,3,262,270.619,85,"13:00","2015-01-25"
"591",1005,2,259,274.234,83,"14:00","2015-01-25"
"592",1005,2,259,274.234,83,"15:00","2015-01-25"
"593",1005,2,265,274.643085355,80,"16:00","2015-01-25"
"594",1007,3,289,276.423,71,"17:00","2015-01-25"
"595",1007,3,290,276.246008896,71,"18:00","2015-01-25"
"596",1008,2,302,275.066,71,"19:00","2015-01-25"
"597",1013,2,302,275.037527916,76,"20:00","2015-01-25"
"598",1008,2,302,275.066,71,"21:00","2015-01-25"
"599",1009,2,309,273.472897451,72,"22:00","2015-01-25"
"600",1012,1,333,268.035,78,"23:00","2015-01-25"
"601",1012,1,333,268.035,78,"00:00","2015-01-26"
"602",1012,1,333,268.035,78,"01:00","2015-01-26"
"603",1014,2,13,267.006,71,"02:00","2015-01-26"
"604",1014,2,13,267.006,71,"03:00","2015-01-26"
"605",1014,2,13,267.006,71,"04:00","2015-01-26"
"606",1015,2,44,268.149,77,"05:00","2015-01-26"
"607",1015,2,44,268.149,77,"06:00","2015-01-26"
"608",1015,2,44,268.149,77,"07:00","2015-01-26"
"609",1015,2,56,266.858,85,"08:00","2015-01-26"
"610",1015,2,56,266.858,85,"09:00","2015-01-26"
"611",1015,2,56,266.858,85,"10:00","2015-01-26"
"612",1015,2,54,266.394,88,"11:00","2015-01-26"
"613",1015,2,54,266.394,88,"12:00","2015-01-26"
"614",1015,2,54,266.394,88,"13:00","2015-01-26"
"615",1014,3,58,267.198,87,"14:00","2015-01-26"
"616",1014,3,60,267.861,91,"15:00","2015-01-26"
"617",1013,3,58,267.976827978,90,"16:00","2015-01-26"
"618",1012,3,54,268.375,87,"17:00","2015-01-26"
"619",1011,3,52,268.554454162,87,"18:00","2015-01-26"
"620",1010,4,45,269.196,89,"19:00","2015-01-26"
"621",1014,4,46,269.786059347,92,"20:00","2015-01-26"
"622",1010,4,45,269.196,89,"21:00","2015-01-26"
"623",1010,4,45,269.196,89,"22:00","2015-01-26"
"624",1015,4,44,270.296895481,93,"23:00","2015-01-26"
"625",1014,5,39,269.473359441,92,"00:00","2015-01-27"
"626",1022,6,38,271.396666667,100,"01:00","2015-01-27"
"627",1022,6,33,270.693333333,100,"02:00","2015-01-27"
"628",1021,6,29,270.993,100,"03:00","2015-01-27"
"629",1020,6,25,269.955333333,100,"04:00","2015-01-27"
"630",1020,6,21,269.920666667,100,"05:00","2015-01-27"
"631",1005,4,14,269.863,91,"06:00","2015-01-27"
"632",1003,4,3,269.061,85,"07:00","2015-01-27"
"633",1003,4,3,269.061,85,"08:00","2015-01-27"
"634",1003,4,3,269.061,85,"09:00","2015-01-27"
"635",1003,4,3,269.061,85,"10:00","2015-01-27"
"636",1003,4,355,268.34,83,"11:00","2015-01-27"
"637",1003,4,355,268.34,83,"12:00","2015-01-27"
"638",1003,4,350,268.893,83,"13:00","2015-01-27"
"639",1006,3,358,267.892,82,"14:00","2015-01-27"
"640",1003,4,350,268.893,83,"15:00","2015-01-27"
"641",1003,4,349,269.044453509,82,"16:00","2015-01-27"
"642",1002,3,349,269.786,81,"17:00","2015-01-27"
"643",1003,3,349,269.696188467,80,"18:00","2015-01-27"
"644",1006,3,354,268.607,78,"19:00","2015-01-27"
"645",1009,3,352,268.430005093,83,"20:00","2015-01-27"
"646",1006,3,354,268.607,78,"21:00","2015-01-27"
"647",1006,3,353,268.422082294,77,"22:00","2015-01-27"
"648",1008,2,353,267.553,76,"23:00","2015-01-27"
"649",1008,2,353,267.553,76,"00:00","2015-01-28"
"650",1008,2,353,267.553,76,"01:00","2015-01-28"
"651",1010,2,349,266.705,77,"02:00","2015-01-28"
"652",1010,2,349,266.705,77,"03:00","2015-01-28"
"653",1010,2,349,266.705,77,"04:00","2015-01-28"
"654",1011,2,330,264.961,79,"05:00","2015-01-28"
"655",1011,2,330,264.961,79,"06:00","2015-01-28"
"656",1011,2,330,264.961,79,"07:00","2015-01-28"
"657",1013,3,323,263.738,76,"08:00","2015-01-28"
"658",1013,3,323,263.738,76,"09:00","2015-01-28"
"659",1013,3,323,263.738,76,"10:00","2015-01-28"
"660",1015,3,325,263.464,72,"11:00","2015-01-28"
"661",1015,3,325,263.464,72,"12:00","2015-01-28"
"662",1015,3,325,263.464,72,"13:00","2015-01-28"
"663",1018,3,331,266.155,72,"14:00","2015-01-28"
"664",1018,3,331,266.998848941,70,"15:00","2015-01-28"
"665",1018,3,333,270.058,67,"16:00","2015-01-28"
"666",1022,3,332,269.944567164,76,"17:00","2015-01-28"
"667",1018,3,331,269.498,70,"18:00","2015-01-28"
"668",1019,3,337,270.358,66,"19:00","2015-01-28"
"669",1023,3,337,270.290526254,75,"20:00","2015-01-28"
"670",1025,3,340,269.129106511,76,"21:00","2015-01-28"
"671",1035,3,340,268.938,98,"22:00","2015-01-28"
"672",1036,3,343,267.743,99,"23:00","2015-01-28"
"673",1036,3,340,267.413,98,"00:00","2015-01-29"
"674",1037,3,345,265.929666667,100,"01:00","2015-01-29"
"675",1038,3,343,265.311333333,100,"02:00","2015-01-29"
"676",1029,2,338,261.473890163,83,"03:00","2015-01-29"
"677",1025,1,334,258.763,74,"04:00","2015-01-29"
"678",1029,1,339,259.644027833,81,"05:00","2015-01-29"
"679",1025,1,334,258.763,74,"06:00","2015-01-29"
"680",1025,1,334,258.763,74,"07:00","2015-01-29"
"681",1025,1,358,256.275,60,"08:00","2015-01-29"
"682",1025,1,358,256.275,60,"09:00","2015-01-29"
"683",1025,1,358,256.275,60,"10:00","2015-01-29"
"684",1026,1,285,255.2,66,"11:00","2015-01-29"
"685",1026,1,285,255.2,66,"12:00","2015-01-29"
"686",1026,1,285,255.2,66,"13:00","2015-01-29"
"687",1025,0,55,266.305,63,"14:00","2015-01-29"
"688",1025,0,0,266.753,56,"15:00","2015-01-29"
"689",1023,1,144,269.734,76,"16:00","2015-01-29"
"690",1027,1,144,269.610744655,82,"17:00","2015-01-29"
"691",1023,1,144,269.734,76,"18:00","2015-01-29"
"692",1020,1,144,269.644,83,"19:00","2015-01-29"
"693",1025,1,140,269.767873442,88,"20:00","2015-01-29"
"694",1020,1,144,269.644,83,"21:00","2015-01-29"
"695",1020,1,146,269.513536986,83,"22:00","2015-01-29"
"696",1018,1,152,269.017,87,"23:00","2015-01-29"
"697",1018,1,152,269.017,87,"00:00","2015-01-30"
"698",1016,2,190,270.81,92,"01:00","2015-01-30"
"699",1016,2,190,270.81,92,"02:00","2015-01-30"
"700",1016,2,190,270.81,92,"03:00","2015-01-30"
"701",1016,2,190,270.81,92,"04:00","2015-01-30"
"702",1013,2,193,271.325,94,"05:00","2015-01-30"
"703",1013,2,193,271.325,94,"06:00","2015-01-30"
"704",1013,2,193,271.325,94,"07:00","2015-01-30"
"705",1009,1,190,271.376,93,"08:00","2015-01-30"
"706",1009,1,190,271.376,93,"09:00","2015-01-30"
"707",1009,1,190,271.376,93,"10:00","2015-01-30"
"708",1008,1,251,270.748,91,"11:00","2015-01-30"
"709",1008,1,251,270.748,91,"12:00","2015-01-30"
"710",1008,1,251,270.748,91,"13:00","2015-01-30"
"711",1009,2,305,272.284,90,"14:00","2015-01-30"
"712",1009,2,308,272.565704427,87,"15:00","2015-01-30"
"713",1009,4,315,273.369,81,"16:00","2015-01-30"
"714",1013,4,314,273.383802503,86,"17:00","2015-01-30"
"715",1009,3,312,273.497,80,"18:00","2015-01-30"
"716",1009,4,313,272.947495448,78,"19:00","2015-01-30"
"717",1010,4,316,271.537,74,"20:00","2015-01-30"
"718",1010,4,316,271.537,74,"21:00","2015-01-30"
"719",1010,4,316,271.537,74,"22:00","2015-01-30"
"720",1013,5,319,268.229,73,"23:00","2015-01-30"
"721",1013,5,319,267.805408583,72,"00:00","2015-01-31"
"722",1014,5,323,266.259,71,"01:00","2015-01-31"
"723",1014,5,323,266.259,71,"02:00","2015-01-31"
"724",1014,5,323,266.259,71,"03:00","2015-01-31"
"725",1014,5,323,266.259,71,"04:00","2015-01-31"
"726",1014,5,321,265.042,73,"05:00","2015-01-31"
"727",1014,5,321,265.042,73,"06:00","2015-01-31"
"728",1015,5,321,264.184,68,"07:00","2015-01-31"
"729",1015,5,321,264.184,68,"08:00","2015-01-31"
"730",1015,5,321,264.184,68,"09:00","2015-01-31"
"731",1015,5,321,264.184,68,"10:00","2015-01-31"
"732",1016,5,318,264.097,74,"11:00","2015-01-31"
"733",1016,5,322,263.908,64,"12:00","2015-01-31"
"734",1016,5,322,263.908,64,"13:00","2015-01-31"
"735",1017,5,320,266.384,66,"14:00","2015-01-31"
"736",1017,5,319,266.847139894,66,"15:00","2015-01-31"
"737",1026,5,319,267.120775061,85,"16:00","2015-01-31"
"738",1018,4,317,268.581,67,"17:00","2015-01-31"
"739",1021,5,316,268.636055142,73,"18:00","2015-01-31"
"740",1032,6,313,268.625,99,"19:00","2015-01-31"
"741",1032,5,312,268.744,99,"20:00","2015-01-31"
"742",1024,4,311,267.338309634,83,"21:00","2015-01-31"
"743",1020,3,310,266.707,74,"22:00","2015-01-31"
"744",1024,4,309,266.974481355,81,"23:00","2015-01-31"
"745",1020,3,310,266.707,74,"00:00","2015-02-01"
"746",1020,3,310,266.707,74,"01:00","2015-02-01"
"747",1021,2,308,265.454,76,"02:00","2015-02-01"
"748",1021,2,308,265.454,76,"03:00","2015-02-01"
"749",1021,2,308,265.454,76,"04:00","2015-02-01"
"750",1021,2,289,263.486,83,"05:00","2015-02-01"
"751",1021,2,289,263.486,83,"06:00","2015-02-01"
"752",1021,2,289,263.486,83,"07:00","2015-02-01"
"753",1020,1,261,260.804,76,"08:00","2015-02-01"
"754",1020,1,261,260.804,76,"09:00","2015-02-01"
"755",1020,1,261,260.804,76,"10:00","2015-02-01"
"756",1020,1,258,261.444,79,"11:00","2015-02-01"
"757",1020,1,258,261.444,79,"12:00","2015-02-01"
"758",1020,1,258,263.035426082,79,"13:00","2015-02-01"
"759",1020,1,258,268.616,82,"14:00","2015-02-01"
"760",1020,1,255,269.3470292,81,"15:00","2015-02-01"
"761",1020,1,247,272.214,80,"16:00","2015-02-01"
"762",1022,1,246,271.996082749,83,"17:00","2015-02-01"
"763",1019,2,262,272.093,81,"18:00","2015-02-01"
"764",1019,1,246,272.294,85,"19:00","2015-02-01"
"765",1023,1,245,272.123375855,89,"20:00","2015-02-01"
"766",1019,1,246,272.294,85,"21:00","2015-02-01"
"767",1019,1,246,272.294,85,"22:00","2015-02-01"
"768",1024,1,237,271.346801527,90,"23:00","2015-02-01"
"769",1023,1,205,271.87451752,88,"00:00","2015-02-02"
"770",1033,2,193,270.276,97,"01:00","2015-02-02"
"771",1032,2,162,270.691,95,"02:00","2015-02-02"
"772",1017,0,133,267.94,90,"03:00","2015-02-02"
"773",1017,1,129,267.999453571,89,"04:00","2015-02-02"
"774",1014,1,89,268.591,89,"05:00","2015-02-02"
"775",1014,1,89,268.591,89,"06:00","2015-02-02"
"776",1014,1,89,268.591,89,"07:00","2015-02-02"
"777",1009,3,92,270.917,96,"08:00","2015-02-02"
"778",1009,3,92,270.917,96,"09:00","2015-02-02"
"779",1009,3,92,270.917,96,"10:00","2015-02-02"
"780",1003,3,96,272.704,95,"11:00","2015-02-02"
"781",1006,4,68,268.16,92,"12:00","2015-02-02"
"782",1003,3,96,272.704,95,"13:00","2015-02-02"
"783",995,1,44,277.526,97,"14:00","2015-02-02"
"784",995,1,44,277.526,97,"15:00","2015-02-02"
"785",994,1,40,277.263988946,97,"16:00","2015-02-02"
"786",993,3,22,276.047,100,"17:00","2015-02-02"
"787",993,2,82,275.853984615,100,"18:00","2015-02-02"
"788",993,1,331,275.048,100,"19:00","2015-02-02"
"789",996,2,327,274.944138783,99,"20:00","2015-02-02"
"790",993,1,331,275.048,100,"21:00","2015-02-02"
"791",996,2,329,274.833124436,100,"22:00","2015-02-02"
"792",1004,4,327,274.295562218,100,"23:00","2015-02-02"
"793",1006,4,325,271.005148876,100,"00:00","2015-02-03"
"794",1016,6,322,271.155666667,100,"01:00","2015-02-03"
"795",1020,6,320,268.553333333,100,"02:00","2015-02-03"
"796",1020,6,320,269.818,100,"03:00","2015-02-03"
"797",1025,6,318,265.926666667,100,"04:00","2015-02-03"
"798",1026,6,317,265.902333333,100,"05:00","2015-02-03"
"799",1015,5,319,265.932645139,80,"06:00","2015-02-03"
"800",1011,5,319,265.926,73,"07:00","2015-02-03"
"801",1021,5,319,265.551159652,85,"08:00","2015-02-03"
"802",1015,4,317,264.894544639,69,"09:00","2015-02-03"
"803",1026,4,317,264.502913277,86,"10:00","2015-02-03"
"804",1019,2,315,263.555,66,"11:00","2015-02-03"
"805",1019,2,315,263.555,66,"12:00","2015-02-03"
"806",1019,2,315,263.555,66,"13:00","2015-02-03"
"807",1021,2,306,265.973,69,"14:00","2015-02-03"
"808",1021,2,306,265.973,69,"15:00","2015-02-03"
"809",1023,1,295,265.652,71,"16:00","2015-02-03"
"810",1021,2,269,268.619,67,"17:00","2015-02-03"
"811",1022,2,263,268.094,66,"18:00","2015-02-03"
"812",1022,2,256,268.353,69,"19:00","2015-02-03"
"813",1022,2,256,268.353,69,"20:00","2015-02-03"
"814",1022,2,256,268.353,69,"21:00","2015-02-03"
"815",1022,2,256,268.353,69,"22:00","2015-02-03"
"816",1024,2,251,264.628,77,"23:00","2015-02-03"
"817",1024,2,251,264.628,77,"00:00","2015-02-04"
"818",1024,2,251,264.628,77,"01:00","2015-02-04"
"819",1024,1,227,261.525,78,"02:00","2015-02-04"
"820",1024,1,227,261.525,78,"03:00","2015-02-04"
"821",1024,1,227,261.525,78,"04:00","2015-02-04"
"822",1024,1,203,259.159,79,"05:00","2015-02-04"
"823",1024,1,203,259.159,79,"06:00","2015-02-04"
"824",1024,1,203,259.159,79,"07:00","2015-02-04"
"825",1023,1,196,260.94,75,"08:00","2015-02-04"
"826",1023,1,196,260.94,75,"09:00","2015-02-04"
"827",1023,1,196,260.94,75,"10:00","2015-02-04"
"828",1021,2,198,264.101,85,"11:00","2015-02-04"
"829",1021,2,198,264.101,85,"12:00","2015-02-04"
"830",1021,2,198,264.101,85,"13:00","2015-02-04"
"831",1022,2,198,270.092,84,"14:00","2015-02-04"
"832",1022,2,198,270.092,84,"15:00","2015-02-04"
"833",1021,2,222,268.89,84,"16:00","2015-02-04"
"834",1018,2,228,273.824,81,"17:00","2015-02-04"
"835",1018,2,229,274.017882632,81,"18:00","2015-02-04"
"836",1016,2,231,274.755,83,"19:00","2015-02-04"
"837",1016,2,217,275.185,80,"20:00","2015-02-04"
"838",1016,2,217,275.185,80,"21:00","2015-02-04"
"839",1016,2,217,275.185,80,"22:00","2015-02-04"
"840",1016,2,220,271.321,88,"23:00","2015-02-04"
"841",1016,2,220,271.321,88,"00:00","2015-02-05"
"842",1016,2,220,271.321,88,"01:00","2015-02-05"
"843",1013,2,202,270.552,90,"02:00","2015-02-05"
"844",1013,2,202,270.552,90,"03:00","2015-02-05"
"845",1013,2,202,270.552,90,"04:00","2015-02-05"
"846",1011,2,220,272.278,87,"05:00","2015-02-05"
"847",1011,2,220,272.278,87,"06:00","2015-02-05"
"848",1011,2,220,272.278,87,"07:00","2015-02-05"
"849",1008,2,246,272.489,91,"08:00","2015-02-05"
"850",1008,2,246,272.489,91,"09:00","2015-02-05"
"851",1008,2,246,272.489,91,"10:00","2015-02-05"
"852",1008,2,285,272.177,93,"11:00","2015-02-05"
"853",1008,2,285,272.177,93,"12:00","2015-02-05"
"854",1008,2,285,272.177,93,"13:00","2015-02-05"
"855",1015,4,332,269.716,79,"14:00","2015-02-05"
"856",1011,4,331,270.778,88,"15:00","2015-02-05"
"857",1012,4,330,270.398177704,83,"16:00","2015-02-05"
"858",1016,4,328,268.995,69,"17:00","2015-02-05"
"859",1016,4,327,268.616161574,68,"18:00","2015-02-05"
"860",1017,4,327,267.155,67,"19:00","2015-02-05"
"861",1021,5,327,267.332683897,76,"20:00","2015-02-05"
"862",1017,4,327,267.155,67,"21:00","2015-02-05"
"863",1017,4,328,266.581356898,67,"22:00","2015-02-05"
"864",1020,4,332,264.336,68,"23:00","2015-02-05"
"865",1020,4,332,264.336,68,"00:00","2015-02-06"
"866",1020,4,332,264.336,68,"01:00","2015-02-06"
"867",1021,3,334,262.647,71,"02:00","2015-02-06"
"868",1021,3,334,262.647,71,"03:00","2015-02-06"
"869",1021,3,334,262.647,71,"04:00","2015-02-06"
"870",1022,2,323,260.881,69,"05:00","2015-02-06"
"871",1022,2,323,260.881,69,"06:00","2015-02-06"
"872",1023,2,299,259.264,71,"07:00","2015-02-06"
"873",1023,2,299,259.264,71,"08:00","2015-02-06"
"874",1023,2,299,259.264,71,"09:00","2015-02-06"
"875",1023,2,299,259.264,71,"10:00","2015-02-06"
"876",1024,1,267,257.942,79,"11:00","2015-02-06"
"877",1024,1,267,257.942,79,"12:00","2015-02-06"
"878",1024,1,267,257.942,79,"13:00","2015-02-06"
"879",1023,2,241,262.482,72,"14:00","2015-02-06"
"880",1022,2,243,262.854685608,72,"15:00","2015-02-06"
"881",1020,3,262,265.27,73,"16:00","2015-02-06"
"882",1024,4,260,265.272482759,81,"17:00","2015-02-06"
"883",1020,3,262,265.27,73,"18:00","2015-02-06"
"884",1020,3,263,265.610030597,73,"19:00","2015-02-06"
"885",1019,3,269,267.489,73,"20:00","2015-02-06"
"886",1019,3,269,267.505297002,72,"21:00","2015-02-06"
"887",1019,3,272,267.687,72,"22:00","2015-02-06"
"888",1020,2,271,265.767,79,"23:00","2015-02-06"
"889",1020,2,271,265.767,79,"00:00","2015-02-07"
"890",1020,2,271,265.767,79,"01:00","2015-02-07"
"891",1021,2,268,263.216,80,"02:00","2015-02-07"
"892",1021,2,268,263.216,80,"03:00","2015-02-07"
"893",1021,2,268,263.216,80,"04:00","2015-02-07"
"894",1020,2,267,261.899,82,"05:00","2015-02-07"
"895",1020,2,267,261.899,82,"06:00","2015-02-07"
"896",1020,2,267,261.899,82,"07:00","2015-02-07"
"897",1020,2,277,260.351,79,"08:00","2015-02-07"
"898",1020,2,269,261.152,80,"09:00","2015-02-07"
"899",1020,2,269,261.152,80,"10:00","2015-02-07"
"900",1021,1,245,259.868,74,"11:00","2015-02-07"
"901",1021,1,245,259.868,74,"12:00","2015-02-07"
"902",1021,1,245,259.868,74,"13:00","2015-02-07"
"903",1021,1,206,267.407,82,"14:00","2015-02-07"
"904",1020,1,220,267.912,79,"15:00","2015-02-07"
"905",1018,2,222,270.319,85,"16:00","2015-02-07"
"906",1023,2,223,270.245678445,89,"17:00","2015-02-07"
"907",1018,2,222,270.319,85,"18:00","2015-02-07"
"908",1017,1,225,271.644,83,"19:00","2015-02-07"
"909",1021,1,227,271.525982343,87,"20:00","2015-02-07"
"910",1017,1,225,271.644,83,"21:00","2015-02-07"
"911",1017,1,224,271.142906031,83,"22:00","2015-02-07"
"912",1017,1,220,267.178,83,"23:00","2015-02-07"
"913",1017,1,209,267.132958766,82,"00:00","2015-02-08"
"914",1016,1,143,266.839,77,"01:00","2015-02-08"
"915",1020,1,144,267.79819875,80,"02:00","2015-02-08"
"916",1016,1,143,266.839,77,"03:00","2015-02-08"
"917",1015,1,138,267.15735071,77,"04:00","2015-02-08"
"918",1015,0,114,268.557,79,"05:00","2015-02-08"
"919",1014,0,107,268.575451758,79,"06:00","2015-02-08"
"920",1014,1,65,268.681,85,"07:00","2015-02-08"
"921",1017,1,71,269.398137321,86,"08:00","2015-02-08"
"922",1014,1,65,268.681,85,"09:00","2015-02-08"
"923",1014,1,62,268.658972973,85,"10:00","2015-02-08"
"924",1014,1,43,268.508,86,"11:00","2015-02-08"
"925",1014,1,43,268.508,86,"12:00","2015-02-08"
"926",1014,1,43,268.508,86,"13:00","2015-02-08"
"927",1013,1,34,272.391,90,"14:00","2015-02-08"
"928",1012,1,46,273.566,87,"15:00","2015-02-08"
"929",1012,1,46,273.566,87,"16:00","2015-02-08"
"930",1011,1,42,276.517,91,"17:00","2015-02-08"
"931",1011,1,43,276.519643262,91,"18:00","2015-02-08"
"932",1010,1,49,276.534,95,"19:00","2015-02-08"
"933",1014,1,47,276.250017527,95,"20:00","2015-02-08"
"934",1010,1,49,276.534,95,"21:00","2015-02-08"
"935",1010,1,49,276.534,95,"22:00","2015-02-08"
"936",1011,1,60,274.347,97,"23:00","2015-02-08"
"937",1011,1,60,274.347,97,"00:00","2015-02-09"
"938",1012,1,77,274.541,100,"01:00","2015-02-09"
"939",1012,1,77,274.541,100,"02:00","2015-02-09"
"940",1012,1,77,274.541,100,"03:00","2015-02-09"
"941",1012,1,77,274.541,100,"04:00","2015-02-09"
"942",1011,2,70,274.594,100,"05:00","2015-02-09"
"943",1011,2,70,274.594,100,"06:00","2015-02-09"
"944",1011,2,70,274.445,100,"07:00","2015-02-09"
"945",1011,2,70,274.445,100,"08:00","2015-02-09"
"946",1011,2,70,274.445,100,"09:00","2015-02-09"
"947",1011,2,76,274.396,100,"10:00","2015-02-09"
"948",1011,2,76,274.396,100,"11:00","2015-02-09"
